dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
2011-07-01,30.947,0.49,Delhi,India,28.13N,77.27E
2011-08-01,30.075,0.459,Delhi,India,28.13N,77.27E
2011-09-01,29.399,0.459,Delhi,India,28.13N,77.27E
2011-10-01,26.849,0.252,Delhi,India,28.13N,77.27E
2011-11-01,22.484,0.366,Delhi,India,28.13N,77.27E
2011-12-01,16.203,0.812,Delhi,India,28.13N,77.27E
2012-01-01,13.701,0.727,Delhi,India,28.13N,77.27E
2012-02-01,17.088,0.516,Delhi,India,28.13N,77.27E
2012-03-01,23.686,0.299,Delhi,India,28.13N,77.27E
2012-04-01,29.341,0.387,Delhi,India,28.13N,77.27E
2012-05-01,34.448,0.417,Delhi,India,28.13N,77.27E
2012-06-01,36.339,0.386,Delhi,India,28.13N,77.27E
2012-07-01,32.448,0.432,Delhi,India,28.13N,77.27E
2012-08-01,29.833,0.508,Delhi,India,28.13N,77.27E
2012-09-01,29.759,0.298,Delhi,India,28.13N,77.27E
2012-10-01,26.354,0.312,Delhi,India,28.13N,77.27E
2012-11-01,21.11,0.452,Delhi,India,28.13N,77.27E
2012-12-01,16.566,0.427,Delhi,India,28.13N,77.27E
2013-01-01,13.756,0.61,Delhi,India,28.13N,77.27E
2013-02-01,17.824,0.486,Delhi,India,28.13N,77.27E
2013-03-01,24.025,0.608,Delhi,India,28.13N,77.27E
2013-04-01,29.304,0.419,Delhi,India,28.13N,77.27E
2013-05-01,34.746,0.501,Delhi,India,28.13N,77.27E
2013-06-01,33.066,0.669,Delhi,India,28.13N,77.27E
2013-07-01,31.053,0.49,Delhi,India,28.13N,77.27E
2013-08-01,29.9,0.604,Delhi,India,28.13N,77.27E
1900-02-01,26.477,0.982,Jakarta,Indonesia,5.63S,106.55E
1900-03-01,26.794,0.567,Jakarta,Indonesia,5.63S,106.55E
1900-04-01,26.753,0.464,Jakarta,Indonesia,5.63S,106.55E
1900-05-01,26.9,0.402,Jakarta,Indonesia,5.63S,106.55E
1900-06-01,26.743,0.757,Jakarta,Indonesia,5.63S,106.55E
1900-07-01,25.993,0.516,Jakarta,Indonesia,5.63S,106.55E
1900-08-01,25.978,0.558,Jakarta,Indonesia,5.63S,106.55E
1900-09-01,26.157,0.852,Jakarta,Indonesia,5.63S,106.55E
1900-10-01,26.254,0.607,Jakarta,Indonesia,5.63S,106.55E
1900-11-01,26.387,0.919,Jakarta,Indonesia,5.63S,106.55E
1900-12-01,26.134,0.657,Jakarta,Indonesia,5.63S,106.55E
1901-01-01,25.947,0.48,Jakarta,Indonesia,5.63S,106.55E
1901-02-01,25.816,0.702,Jakarta,Indonesia,5.63S,106.55E
1901-03-01,26.196,0.634,Jakarta,Indonesia,5.63S,106.55E
1901-04-01,26.875,0.631,Jakarta,Indonesia,5.63S,106.55E
1901-05-01,27.179,0.345,Jakarta,Indonesia,5.63S,106.55E
1901-06-01,26.418,0.489,Jakarta,Indonesia,5.63S,106.55E
1901-07-01,25.895,0.634,Jakarta,Indonesia,5.63S,106.55E
1901-08-01,25.531,0.727,Jakarta,Indonesia,5.63S,106.55E
1901-09-01,25.959,0.416,Jakarta,Indonesia,5.63S,106.55E
1901-10-01,26.014,0.695,Jakarta,Indonesia,5.63S,106.55E
1901-11-01,26.178,0.444,Jakarta,Indonesia,5.63S,106.55E
1901-12-01,25.637,0.509,Jakarta,Indonesia,5.63S,106.55E
1902-01-01,25.83,0.559,Jakarta,Indonesia,5.63S,106.55E
1902-02-01,25.611,0.695,Jakarta,Indonesia,5.63S,106.55E
1902-03-01,26.443,0.458,Jakarta,Indonesia,5.63S,106.55E
1902-04-01,26.733,0.438,Jakarta,Indonesia,5.63S,106.55E
1902-05-01,26.807,0.445,Jakarta,Indonesia,5.63S,106.55E
1902-06-01,26.299,0.488,Jakarta,Indonesia,5.63S,106.55E
1902-07-01,26.067,0.473,Jakarta,Indonesia,5.63S,106.55E
1902-08-01,25.825,0.647,Jakarta,Indonesia,5.63S,106.55E
1902-09-01,25.853,0.835,Jakarta,Indonesia,5.63S,106.55E
1902-10-01,26.138,0.82,Jakarta,Indonesia,5.63S,106.55E
1902-11-01,26.213,1.144,Jakarta,Indonesia,5.63S,106.55E
1902-12-01,26.084,0.761,Jakarta,Indonesia,5.63S,106.55E
1903-01-01,26.457,1.27,Jakarta,Indonesia,5.63S,106.55E
1903-02-01,26.14,0.956,Jakarta,Indonesia,5.63S,106.55E
1903-03-01,26.975,0.407,Jakarta,Indonesia,5.63S,106.55E
1903-04-01,26.71,0.462,Jakarta,Indonesia,5.63S,106.55E
1903-05-01,26.579,0.329,Jakarta,Indonesia,5.63S,106.55E
1903-06-01,26.47,0.466,Jakarta,Indonesia,5.63S,106.55E
1903-07-01,26.054,0.455,Jakarta,Indonesia,5.63S,106.55E
1903-08-01,26.128,0.532,Jakarta,Indonesia,5.63S,106.55E
1903-09-01,26.196,0.62,Jakarta,Indonesia,5.63S,106.55E
1903-10-01,25.632,0.486,Jakarta,Indonesia,5.63S,106.55E
1903-11-01,25.974,0.878,Jakarta,Indonesia,5.63S,106.55E
1903-12-01,25.143,0.645,Jakarta,Indonesia,5.63S,106.55E
1904-01-01,25.5,0.735,Jakarta,Indonesia,5.63S,106.55E
1904-02-01,25.472,0.592,Jakarta,Indonesia,5.63S,106.55E
1904-03-01,26.051,0.457,Jakarta,Indonesia,5.63S,106.55E
1904-04-01,26.349,0.297,Jakarta,Indonesia,5.63S,106.55E
1904-05-01,26.517,0.332,Jakarta,Indonesia,5.63S,106.55E
1904-06-01,26.096,0.367,Jakarta,Indonesia,5.63S,106.55E
1904-07-01,25.762,0.394,Jakarta,Indonesia,5.63S,106.55E
1904-08-01,25.449,0.528,Jakarta,Indonesia,5.63S,106.55E
1904-09-01,25.57,0.521,Jakarta,Indonesia,5.63S,106.55E
1904-10-01,25.43,0.35,Jakarta,Indonesia,5.63S,106.55E
1904-11-01,25.936,0.507,Jakarta,Indonesia,5.63S,106.55E
1904-12-01,25.627,0.484,Jakarta,Indonesia,5.63S,106.55E
1905-01-01,26.062,0.632,Jakarta,Indonesia,5.63S,106.55E
1905-02-01,26.286,0.607,Jakarta,Indonesia,5.63S,106.55E
1905-03-01,27.207,0.421,Jakarta,Indonesia,5.63S,106.55E
1905-04-01,26.967,0.305,Jakarta,Indonesia,5.63S,106.55E
1905-05-01,26.875,0.711,Jakarta,Indonesia,5.63S,106.55E
1905-06-01,27.052,0.311,Jakarta,Indonesia,5.63S,106.55E
1905-07-01,26.188,0.835,Jakarta,Indonesia,5.63S,106.55E
1905-08-01,25.914,0.472,Jakarta,Indonesia,5.63S,106.55E
1905-09-01,25.677,0.719,Jakarta,Indonesia,5.63S,106.55E
1905-10-01,26.451,0.7,Jakarta,Indonesia,5.63S,106.55E
1905-11-01,26.273,0.505,Jakarta,Indonesia,5.63S,106.55E
1905-12-01,26.34,0.686,Jakarta,Indonesia,5.63S,106.55E
1906-01-01,26.478,0.48,Jakarta,Indonesia,5.63S,106.55E
1906-02-01,26.99,0.495,Jakarta,Indonesia,5.63S,106.55E
1906-03-01,26.764,0.752,Jakarta,Indonesia,5.63S,106.55E
1906-04-01,26.719,0.794,Jakarta,Indonesia,5.63S,106.55E
1906-05-01,26.979,0.528,Jakarta,Indonesia,5.63S,106.55E
1906-06-01,26.564,0.369,Jakarta,Indonesia,5.63S,106.55E
1906-07-01,26.281,0.433,Jakarta,Indonesia,5.63S,106.55E
1906-08-01,25.926,0.389,Jakarta,Indonesia,5.63S,106.55E
1906-09-01,26.133,0.457,Jakarta,Indonesia,5.63S,106.55E
1906-10-01,25.671,0.358,Jakarta,Indonesia,5.63S,106.55E
1906-11-01,25.983,0.468,Jakarta,Indonesia,5.63S,106.55E
1906-12-01,25.756,0.697,Jakarta,Indonesia,5.63S,106.55E
1907-01-01,25.977,0.399,Jakarta,Indonesia,5.63S,106.55E
1907-02-01,26.085,0.537,Jakarta,Indonesia,5.63S,106.55E
1907-03-01,26.557,0.351,Jakarta,Indonesia,5.63S,106.55E
1907-04-01,26.76,0.708,Jakarta,Indonesia,5.63S,106.55E
1907-05-01,26.729,0.438,Jakarta,Indonesia,5.63S,106.55E
1907-06-01,26.35,0.548,Jakarta,Indonesia,5.63S,106.55E
1907-07-01,26.107,0.231,Jakarta,Indonesia,5.63S,106.55E
1907-08-01,25.591,0.401,Jakarta,Indonesia,5.63S,106.55E
1907-09-01,25.597,0.471,Jakarta,Indonesia,5.63S,106.55E
1907-10-01,26.076,0.38,Jakarta,Indonesia,5.63S,106.55E
1907-11-01,26.063,0.35,Jakarta,Indonesia,5.63S,106.55E
1907-12-01,25.868,0.477,Jakarta,Indonesia,5.63S,106.55E
1908-01-01,26.183,0.673,Jakarta,Indonesia,5.63S,106.55E
1908-02-01,26.555,0.664,Jakarta,Indonesia,5.63S,106.55E
1908-03-01,26.881,0.447,Jakarta,Indonesia,5.63S,106.55E
1908-04-01,27.014,0.294,Jakarta,Indonesia,5.63S,106.55E
1908-05-01,26.983,0.517,Jakarta,Indonesia,5.63S,106.55E
1908-06-01,26.203,0.408,Jakarta,Indonesia,5.63S,106.55E
1908-07-01,25.599,0.795,Jakarta,Indonesia,5.63S,106.55E
1908-08-01,25.821,0.545,Jakarta,Indonesia,5.63S,106.55E
1908-09-01,25.661,0.336,Jakarta,Indonesia,5.63S,106.55E
1908-10-01,25.713,0.339,Jakarta,Indonesia,5.63S,106.55E
1908-11-01,25.784,0.396,Jakarta,Indonesia,5.63S,106.55E
1908-12-01,25.957,0.463,Jakarta,Indonesia,5.63S,106.55E
1909-01-01,26.339,0.574,Jakarta,Indonesia,5.63S,106.55E
1909-02-01,26.393,0.469,Jakarta,Indonesia,5.63S,106.55E
1909-03-01,26.582,0.394,Jakarta,Indonesia,5.63S,106.55E
1909-04-01,26.766,0.511,Jakarta,Indonesia,5.63S,106.55E
1909-05-01,26.923,0.498,Jakarta,Indonesia,5.63S,106.55E
1909-06-01,26.229,0.564,Jakarta,Indonesia,5.63S,106.55E
1909-07-01,26.098,0.267,Jakarta,Indonesia,5.63S,106.55E
1909-08-01,26.074,0.489,Jakarta,Indonesia,5.63S,106.55E
1909-09-01,26.058,0.333,Jakarta,Indonesia,5.63S,106.55E
1909-10-01,25.904,0.518,Jakarta,Indonesia,5.63S,106.55E
1909-11-01,25.599,0.421,Jakarta,Indonesia,5.63S,106.55E
1909-12-01,25.354,1.48,Jakarta,Indonesia,5.63S,106.55E
1910-01-01,26.091,0.666,Jakarta,Indonesia,5.63S,106.55E
1910-02-01,26.334,0.594,Jakarta,Indonesia,5.63S,106.55E
1910-03-01,26.563,0.425,Jakarta,Indonesia,5.63S,106.55E
1910-04-01,26.706,0.494,Jakarta,Indonesia,5.63S,106.55E
1910-05-01,26.806,0.296,Jakarta,Indonesia,5.63S,106.55E
1910-06-01,26.373,0.367,Jakarta,Indonesia,5.63S,106.55E
1910-07-01,26.359,0.392,Jakarta,Indonesia,5.63S,106.55E
1910-08-01,25.915,0.398,Jakarta,Indonesia,5.63S,106.55E
1910-09-01,25.994,0.251,Jakarta,Indonesia,5.63S,106.55E
1910-10-01,25.436,0.383,Jakarta,Indonesia,5.63S,106.55E
1910-11-01,25.986,0.903,Jakarta,Indonesia,5.63S,106.55E
1910-12-01,25.585,0.423,Jakarta,Indonesia,5.63S,106.55E
1911-01-01,25.731,0.369,Jakarta,Indonesia,5.63S,106.55E
1911-02-01,25.788,0.822,Jakarta,Indonesia,5.63S,106.55E
1911-03-01,26.86,0.623,Jakarta,Indonesia,5.63S,106.55E
1911-04-01,27.084,0.588,Jakarta,Indonesia,5.63S,106.55E
1911-05-01,26.902,0.366,Jakarta,Indonesia,5.63S,106.55E
1911-06-01,26.766,0.442,Jakarta,Indonesia,5.63S,106.55E
1911-07-01,26.049,0.36,Jakarta,Indonesia,5.63S,106.55E
1911-08-01,25.421,1.186,Jakarta,Indonesia,5.63S,106.55E
1911-09-01,25.972,0.946,Jakarta,Indonesia,5.63S,106.55E
1911-10-01,26.022,0.731,Jakarta,Indonesia,5.63S,106.55E
1911-11-01,26.214,0.93,Jakarta,Indonesia,5.63S,106.55E
1911-12-01,26.113,0.51,Jakarta,Indonesia,5.63S,106.55E
1912-01-01,26.509,0.716,Jakarta,Indonesia,5.63S,106.55E
1912-02-01,26.807,0.584,Jakarta,Indonesia,5.63S,106.55E
1912-03-01,27.075,0.494,Jakarta,Indonesia,5.63S,106.55E
1912-04-01,27.455,0.258,Jakarta,Indonesia,5.63S,106.55E
1912-05-01,27.276,0.351,Jakarta,Indonesia,5.63S,106.55E
1912-06-01,26.669,0.397,Jakarta,Indonesia,5.63S,106.55E
1912-07-01,26.103,0.252,Jakarta,Indonesia,5.63S,106.55E
1912-08-01,26.019,0.307,Jakarta,Indonesia,5.63S,106.55E
1912-09-01,26.242,0.38,Jakarta,Indonesia,5.63S,106.55E
1912-10-01,25.843,0.494,Jakarta,Indonesia,5.63S,106.55E
1912-11-01,25.844,0.388,Jakarta,Indonesia,5.63S,106.55E
1912-12-01,26.25,0.405,Jakarta,Indonesia,5.63S,106.55E
1913-01-01,26.224,0.364,Jakarta,Indonesia,5.63S,106.55E
1913-02-01,26.721,0.368,Jakarta,Indonesia,5.63S,106.55E
1913-03-01,26.565,0.242,Jakarta,Indonesia,5.63S,106.55E
1913-04-01,26.66,0.257,Jakarta,Indonesia,5.63S,106.55E
1913-05-01,26.749,0.377,Jakarta,Indonesia,5.63S,106.55E
1913-06-01,26.475,0.227,Jakarta,Indonesia,5.63S,106.55E
1913-07-01,25.985,0.211,Jakarta,Indonesia,5.63S,106.55E
1913-08-01,25.735,0.425,Jakarta,Indonesia,5.63S,106.55E
1913-09-01,25.838,0.457,Jakarta,Indonesia,5.63S,106.55E
1913-10-01,25.82,0.575,Jakarta,Indonesia,5.63S,106.55E
1913-11-01,26.199,0.447,Jakarta,Indonesia,5.63S,106.55E
1913-12-01,26.26,0.492,Jakarta,Indonesia,5.63S,106.55E
1914-01-01,26.402,0.596,Jakarta,Indonesia,5.63S,106.55E
1914-02-01,26.72,0.446,Jakarta,Indonesia,5.63S,106.55E
1914-03-01,26.957,0.333,Jakarta,Indonesia,5.63S,106.55E
1914-04-01,26.851,0.363,Jakarta,Indonesia,5.63S,106.55E
1914-05-01,26.89,0.411,Jakarta,Indonesia,5.63S,106.55E
1914-06-01,26.415,0.275,Jakarta,Indonesia,5.63S,106.55E
1914-07-01,25.768,0.501,Jakarta,Indonesia,5.63S,106.55E
1914-08-01,25.531,0.436,Jakarta,Indonesia,5.63S,106.55E
1914-09-01,26.051,0.311,Jakarta,Indonesia,5.63S,106.55E
1914-10-01,26.693,0.388,Jakarta,Indonesia,5.63S,106.55E
1914-11-01,26.744,0.27,Jakarta,Indonesia,5.63S,106.55E
1914-12-01,26.394,0.388,Jakarta,Indonesia,5.63S,106.55E
1915-01-01,26.598,0.324,Jakarta,Indonesia,5.63S,106.55E
1915-02-01,26.807,0.4,Jakarta,Indonesia,5.63S,106.55E
1915-03-01,27.105,0.781,Jakarta,Indonesia,5.63S,106.55E
1915-04-01,27.032,0.503,Jakarta,Indonesia,5.63S,106.55E
1915-05-01,27.298,0.417,Jakarta,Indonesia,5.63S,106.55E
1915-06-01,26.808,0.315,Jakarta,Indonesia,5.63S,106.55E
1915-07-01,26.323,0.448,Jakarta,Indonesia,5.63S,106.55E
1915-08-01,26.127,0.467,Jakarta,Indonesia,5.63S,106.55E
1915-09-01,25.984,0.447,Jakarta,Indonesia,5.63S,106.55E
1915-10-01,26.201,0.244,Jakarta,Indonesia,5.63S,106.55E
1915-11-01,26.058,0.429,Jakarta,Indonesia,5.63S,106.55E
1915-12-01,25.901,0.505,Jakarta,Indonesia,5.63S,106.55E
1916-01-01,25.967,0.642,Jakarta,Indonesia,5.63S,106.55E
1916-02-01,26.439,0.56,Jakarta,Indonesia,5.63S,106.55E
1916-03-01,26.632,0.428,Jakarta,Indonesia,5.63S,106.55E
1916-04-01,26.728,0.497,Jakarta,Indonesia,5.63S,106.55E
1916-05-01,26.562,0.334,Jakarta,Indonesia,5.63S,106.55E
1916-06-01,26.329,0.319,Jakarta,Indonesia,5.63S,106.55E
1916-07-01,26.026,0.569,Jakarta,Indonesia,5.63S,106.55E
1916-08-01,25.868,0.615,Jakarta,Indonesia,5.63S,106.55E
1916-09-01,25.98,0.536,Jakarta,Indonesia,5.63S,106.55E
1916-10-01,25.778,0.63,Jakarta,Indonesia,5.63S,106.55E
1916-11-01,25.576,0.483,Jakarta,Indonesia,5.63S,106.55E
1916-12-01,25.555,0.564,Jakarta,Indonesia,5.63S,106.55E
1917-01-01,25.584,0.486,Jakarta,Indonesia,5.63S,106.55E
1917-02-01,25.964,0.301,Jakarta,Indonesia,5.63S,106.55E
1917-03-01,26.504,0.453,Jakarta,Indonesia,5.63S,106.55E
1917-04-01,26.448,0.204,Jakarta,Indonesia,5.63S,106.55E
1917-05-01,26.458,0.329,Jakarta,Indonesia,5.63S,106.55E
1917-06-01,26.264,0.222,Jakarta,Indonesia,5.63S,106.55E
1917-07-01,26.247,0.458,Jakarta,Indonesia,5.63S,106.55E
1917-08-01,25.835,0.485,Jakarta,Indonesia,5.63S,106.55E
1917-09-01,25.714,0.326,Jakarta,Indonesia,5.63S,106.55E
1917-10-01,25.25,0.262,Jakarta,Indonesia,5.63S,106.55E
1917-11-01,25.917,0.432,Jakarta,Indonesia,5.63S,106.55E
1917-12-01,25.161,0.504,Jakarta,Indonesia,5.63S,106.55E
1918-01-01,25.203,0.311,Jakarta,Indonesia,5.63S,106.55E
1918-02-01,25.114,0.309,Jakarta,Indonesia,5.63S,106.55E
1918-03-01,26.073,0.321,Jakarta,Indonesia,5.63S,106.55E
1918-04-01,26.249,0.269,Jakarta,Indonesia,5.63S,106.55E
1918-05-01,26.601,0.252,Jakarta,Indonesia,5.63S,106.55E
1918-06-01,25.814,0.527,Jakarta,Indonesia,5.63S,106.55E
1918-07-01,25.83,0.234,Jakarta,Indonesia,5.63S,106.55E
1918-08-01,25.744,0.403,Jakarta,Indonesia,5.63S,106.55E
1918-09-01,26.037,0.373,Jakarta,Indonesia,5.63S,106.55E
1918-10-01,26.206,0.471,Jakarta,Indonesia,5.63S,106.55E
1918-11-01,26.375,0.435,Jakarta,Indonesia,5.63S,106.55E
1918-12-01,26.193,0.246,Jakarta,Indonesia,5.63S,106.55E
1919-01-01,26.269,0.617,Jakarta,Indonesia,5.63S,106.55E
1919-02-01,26.787,0.44,Jakarta,Indonesia,5.63S,106.55E
1919-03-01,27.118,0.505,Jakarta,Indonesia,5.63S,106.55E
1919-04-01,26.961,0.561,Jakarta,Indonesia,5.63S,106.55E
1919-05-01,26.713,0.375,Jakarta,Indonesia,5.63S,106.55E
1919-06-01,26.336,0.32,Jakarta,Indonesia,5.63S,106.55E
1919-07-01,25.733,0.353,Jakarta,Indonesia,5.63S,106.55E
1919-08-01,25.89,0.324,Jakarta,Indonesia,5.63S,106.55E
1919-09-01,26.008,0.36,Jakarta,Indonesia,5.63S,106.55E
1919-10-01,25.938,0.561,Jakarta,Indonesia,5.63S,106.55E
1919-11-01,25.738,0.368,Jakarta,Indonesia,5.63S,106.55E
1919-12-01,26.18,0.434,Jakarta,Indonesia,5.63S,106.55E
1920-01-01,25.847,0.511,Jakarta,Indonesia,5.63S,106.55E
1920-02-01,26.33,0.5,Jakarta,Indonesia,5.63S,106.55E
1920-03-01,26.341,0.343,Jakarta,Indonesia,5.63S,106.55E
1920-04-01,26.443,0.567,Jakarta,Indonesia,5.63S,106.55E
1920-05-01,26.524,0.592,Jakarta,Indonesia,5.63S,106.55E
1920-06-01,26.353,0.632,Jakarta,Indonesia,5.63S,106.55E
1920-07-01,26.125,0.339,Jakarta,Indonesia,5.63S,106.55E
1920-08-01,25.572,0.497,Jakarta,Indonesia,5.63S,106.55E
1920-09-01,25.847,0.177,Jakarta,Indonesia,5.63S,106.55E
1920-10-01,25.316,0.437,Jakarta,Indonesia,5.63S,106.55E
1920-11-01,26.156,0.847,Jakarta,Indonesia,5.63S,106.55E
1920-12-01,26.106,0.83,Jakarta,Indonesia,5.63S,106.55E
1921-01-01,26.104,0.681,Jakarta,Indonesia,5.63S,106.55E
1921-02-01,26.401,0.419,Jakarta,Indonesia,5.63S,106.55E
1921-03-01,26.665,0.311,Jakarta,Indonesia,5.63S,106.55E
1921-04-01,26.688,0.508,Jakarta,Indonesia,5.63S,106.55E
1921-05-01,26.992,0.429,Jakarta,Indonesia,5.63S,106.55E
1921-06-01,26.323,0.266,Jakarta,Indonesia,5.63S,106.55E
1921-07-01,26.007,0.351,Jakarta,Indonesia,5.63S,106.55E
1921-08-01,25.961,0.393,Jakarta,Indonesia,5.63S,106.55E
1921-09-01,25.826,0.474,Jakarta,Indonesia,5.63S,106.55E
1921-10-01,25.768,0.76,Jakarta,Indonesia,5.63S,106.55E
1921-11-01,25.71,0.65,Jakarta,Indonesia,5.63S,106.55E
1921-12-01,25.767,0.672,Jakarta,Indonesia,5.63S,106.55E
1922-01-01,26.142,0.427,Jakarta,Indonesia,5.63S,106.55E
1922-02-01,26.083,0.327,Jakarta,Indonesia,5.63S,106.55E
1922-03-01,26.594,0.517,Jakarta,Indonesia,5.63S,106.55E
1922-04-01,26.898,0.282,Jakarta,Indonesia,5.63S,106.55E
1922-05-01,26.548,0.457,Jakarta,Indonesia,5.63S,106.55E
1922-06-01,26.445,0.336,Jakarta,Indonesia,5.63S,106.55E
1922-07-01,26.004,0.512,Jakarta,Indonesia,5.63S,106.55E
1922-08-01,25.904,0.583,Jakarta,Indonesia,5.63S,106.55E
1922-09-01,25.969,0.304,Jakarta,Indonesia,5.63S,106.55E
1922-10-01,25.683,0.43,Jakarta,Indonesia,5.63S,106.55E
1922-11-01,25.913,0.569,Jakarta,Indonesia,5.63S,106.55E
1922-12-01,26.037,0.357,Jakarta,Indonesia,5.63S,106.55E
1923-01-01,25.704,0.538,Jakarta,Indonesia,5.63S,106.55E
1923-02-01,26.195,0.542,Jakarta,Indonesia,5.63S,106.55E
1923-03-01,26.759,0.729,Jakarta,Indonesia,5.63S,106.55E
1923-04-01,26.932,0.312,Jakarta,Indonesia,5.63S,106.55E
1923-05-01,26.813,0.45,Jakarta,Indonesia,5.63S,106.55E
1923-06-01,26.509,0.177,Jakarta,Indonesia,5.63S,106.55E
1923-07-01,25.689,0.344,Jakarta,Indonesia,5.63S,106.55E
1923-08-01,25.228,0.516,Jakarta,Indonesia,5.63S,106.55E
1923-09-01,25.409,0.372,Jakarta,Indonesia,5.63S,106.55E
1923-10-01,26.261,0.674,Jakarta,Indonesia,5.63S,106.55E
1923-11-01,26.364,0.457,Jakarta,Indonesia,5.63S,106.55E
1923-12-01,26.18,0.434,Jakarta,Indonesia,5.63S,106.55E
1924-01-01,26.53,0.307,Jakarta,Indonesia,5.63S,106.55E
1924-02-01,26.738,0.353,Jakarta,Indonesia,5.63S,106.55E
1924-03-01,26.93,0.316,Jakarta,Indonesia,5.63S,106.55E
1924-04-01,26.643,0.264,Jakarta,Indonesia,5.63S,106.55E
1924-05-01,27.034,0.364,Jakarta,Indonesia,5.63S,106.55E
1924-06-01,26.603,0.224,Jakarta,Indonesia,5.63S,106.55E
1924-07-01,26.349,0.306,Jakarta,Indonesia,5.63S,106.55E
1924-08-01,26.218,0.334,Jakarta,Indonesia,5.63S,106.55E
1924-09-01,26.304,0.402,Jakarta,Indonesia,5.63S,106.55E
1924-10-01,25.501,0.409,Jakarta,Indonesia,5.63S,106.55E
1924-11-01,25.864,0.407,Jakarta,Indonesia,5.63S,106.55E
1924-12-01,25.63,0.705,Jakarta,Indonesia,5.63S,106.55E
1925-01-01,25.962,0.534,Jakarta,Indonesia,5.63S,106.55E
1925-02-01,26.04,0.429,Jakarta,Indonesia,5.63S,106.55E
1925-03-01,26.386,0.424,Jakarta,Indonesia,5.63S,106.55E
1925-04-01,26.511,0.259,Jakarta,Indonesia,5.63S,106.55E
1925-05-01,26.768,0.312,Jakarta,Indonesia,5.63S,106.55E
1925-06-01,26.376,0.24,Jakarta,Indonesia,5.63S,106.55E
1925-07-01,26.031,0.303,Jakarta,Indonesia,5.63S,106.55E
1925-08-01,25.98,0.385,Jakarta,Indonesia,5.63S,106.55E
1925-09-01,26.359,0.465,Jakarta,Indonesia,5.63S,106.55E
1925-10-01,26.16,0.376,Jakarta,Indonesia,5.63S,106.55E
1925-11-01,26.942,0.352,Jakarta,Indonesia,5.63S,106.55E
1925-12-01,26.341,0.285,Jakarta,Indonesia,5.63S,106.55E
1926-01-01,25.991,0.387,Jakarta,Indonesia,5.63S,106.55E
1926-02-01,26.617,0.38,Jakarta,Indonesia,5.63S,106.55E
1926-03-01,26.98,0.403,Jakarta,Indonesia,5.63S,106.55E
1926-04-01,27.533,0.365,Jakarta,Indonesia,5.63S,106.55E
1926-05-01,27.332,0.314,Jakarta,Indonesia,5.63S,106.55E
1926-06-01,26.724,0.521,Jakarta,Indonesia,5.63S,106.55E
1926-07-01,26.434,0.429,Jakarta,Indonesia,5.63S,106.55E
1926-08-01,26.415,0.36,Jakarta,Indonesia,5.63S,106.55E
1926-09-01,26.319,0.322,Jakarta,Indonesia,5.63S,106.55E
1926-10-01,26.261,0.592,Jakarta,Indonesia,5.63S,106.55E
1926-11-01,26.897,0.336,Jakarta,Indonesia,5.63S,106.55E
1926-12-01,26.242,0.252,Jakarta,Indonesia,5.63S,106.55E
1927-01-01,26.224,0.25,Jakarta,Indonesia,5.63S,106.55E
1927-02-01,26.4,0.485,Jakarta,Indonesia,5.63S,106.55E
1927-03-01,26.851,0.327,Jakarta,Indonesia,5.63S,106.55E
1927-04-01,26.795,0.228,Jakarta,Indonesia,5.63S,106.55E
1927-05-01,26.681,0.336,Jakarta,Indonesia,5.63S,106.55E
1927-06-01,26.456,0.352,Jakarta,Indonesia,5.63S,106.55E
1927-07-01,26.201,0.359,Jakarta,Indonesia,5.63S,106.55E
1927-08-01,26.028,0.308,Jakarta,Indonesia,5.63S,106.55E
1927-09-01,26.136,0.295,Jakarta,Indonesia,5.63S,106.55E
1927-10-01,26.046,0.248,Jakarta,Indonesia,5.63S,106.55E
1927-11-01,26.18,0.331,Jakarta,Indonesia,5.63S,106.55E
1927-12-01,26.174,0.316,Jakarta,Indonesia,5.63S,106.55E
1928-01-01,26.493,0.253,Jakarta,Indonesia,5.63S,106.55E
1928-02-01,26.936,0.338,Jakarta,Indonesia,5.63S,106.55E
1928-03-01,27.131,0.359,Jakarta,Indonesia,5.63S,106.55E
1928-04-01,27.039,0.356,Jakarta,Indonesia,5.63S,106.55E
1928-05-01,27.101,0.309,Jakarta,Indonesia,5.63S,106.55E
1928-06-01,26.691,0.483,Jakarta,Indonesia,5.63S,106.55E
1928-07-01,26.104,0.366,Jakarta,Indonesia,5.63S,106.55E
1928-08-01,25.984,0.849,Jakarta,Indonesia,5.63S,106.55E
1928-09-01,26.158,0.265,Jakarta,Indonesia,5.63S,106.55E
1928-10-01,26.132,0.442,Jakarta,Indonesia,5.63S,106.55E
1928-11-01,26.516,0.696,Jakarta,Indonesia,5.63S,106.55E
1928-12-01,26.143,0.498,Jakarta,Indonesia,5.63S,106.55E
1929-01-01,25.849,0.436,Jakarta,Indonesia,5.63S,106.55E
1929-02-01,26.374,0.332,Jakarta,Indonesia,5.63S,106.55E
1929-03-01,26.498,0.445,Jakarta,Indonesia,5.63S,106.55E
1929-04-01,26.692,0.364,Jakarta,Indonesia,5.63S,106.55E
1929-05-01,26.869,0.438,Jakarta,Indonesia,5.63S,106.55E
1929-06-01,26.354,0.253,Jakarta,Indonesia,5.63S,106.55E
1929-07-01,25.634,0.355,Jakarta,Indonesia,5.63S,106.55E
